Symbol,Name,Sector,Industry
TGL,Treasure Global Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
TGNA,TEGNA Inc,Industrials,Broadcasting
TGS,Transportadora de Gas del Sur SA TGS Common Stock,Utilities,Natural Gas Distribution
TGT,Target Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
TGTX,TG Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TGVC,TG Venture Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
TH,Target Hospitality Corp. Common Stock,Consumer Discretionary,Diversified Commercial Services
THC,Tenet Healthcare Corporation Common Stock,Health Care,Hospital/Nursing Management
THCP,Thunder Bridge Capital Partners IV Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
THCPU,Thunder Bridge Capital Partners IV Inc. Unit,Industrials,Consumer Electronics/Appliances
THCPW,Thunder Bridge Capital Partners IV Inc. Warrant,Industrials,Consumer Electronics/Appliances
THFF,First Financial Corporation Indiana Common Stock,Finance,Major Banks
THG,Hanover Insurance Group Inc,Finance,Property-Casualty Insurers
THMO,ThermoGenesis Holdings Inc. Common Stock,Industrials,Medical Specialities
THO,Thor Industries Inc. Common Stock,Industrials,Homebuilding
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,Finance,Finance Companies
THR,Thermon Group Holdings Inc. Common Stock,Consumer Discretionary,Electrical Products
THRD,Third Harmonic Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
THRM,Gentherm Inc Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
THRN,Thorne Healthtech Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
THRX,Theseus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
THRY,Thryv Holdings Inc. Common Stock,Industrials,Industrial Machinery/Components
THS,Treehouse Foods Inc. Common Stock,Consumer Staples,Packaged Foods
THTX,Theratechnologies Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,Finance,Finance Companies
THWWW,Target Hospitality Corp. Warrant expiring 3/15/2024,Consumer Discretionary,Diversified Commercial Services
TIL,Instil Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TIO,Tingo Group Inc. Common Stock,Technology,EDP Peripherals
TIPT,Tiptree Inc. Common Stock,Finance,Accident &Health Insurance
TIVC,Tivic Health Systems Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TJX,TJX Companies Inc. (The) Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
TKNO,Alpha Teknova Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
TKR,Timken Company (The) Common Stock,Industrials,Metal Fabrications
TLGY,TLGY Acquisition Corporation Class A Ordinary Share,Finance,Blank Checks
TLGYU,TLGY Acquisition Corporation Unit,Finance,Blank Checks
TLGYW,TLGY Acquisition Corporation Warrant,Finance,Blank Checks
TLIS,Talis Biomedical Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TLRY,Tilray Brands Inc. Class 2 Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations
TLS,Telos Corporation Common Stock,Technology,EDP Services
TMBR,Timber Pharmaceuticals Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
TMCI,Treace Medical Concepts Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TMDX,TransMedics Group Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TMHC,Taylor Morrison Home Corporation Common Stock,Consumer Discretionary,Homebuilding
TMKR,Tastemaker Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
TMKRU,Tastemaker Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
TMKRW,Tastemaker Acquisition Corp. Warrant to purchase Class A common stock,Industrials,Consumer Electronics/Appliances
TMO,Thermo Fisher Scientific Inc Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
TMP,Tompkins Financial Corporation Common Stock,Finance,Major Banks
TMPO,Tempo Automation Holdings Inc. Common Stock,Technology,Industrial Machinery/Components
TMPOW,Tempo Automation Holdings Inc. Warrant,Technology,Industrial Machinery/Components
TMST,TimkenSteel Corporation Common Shares,Industrials,Steel/Iron Ore
TMUS,T-Mobile US Inc. Common Stock,Telecommunications,Telecommunications Equipment
TNC,Tennant Company Common Stock,Industrials,Industrial Machinery/Components
TNDM,Tandem Diabetes Care Inc. Common Stock,Health Care,Medical/Dental Instruments
TNGX,Tango Therapeutics Inc.,Health Care,Biotechnology: Pharmaceutical Preparations
TNL,Travel   Leisure Co. Common  Stock,Consumer Discretionary,Other Consumer Services
TNON,Tenon Medical Inc. Common Stock,Health Care,Medical Specialities
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TNYA,Tenaya Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
TOACW,Talon 1 Acquisition Corp. Warrant,Finance,Blank Checks
TOI,The Oncology Institute Inc. Common Stock,Health Care,Medical Specialities
TOL,Toll Brothers Inc. Common Stock,Consumer Discretionary,Homebuilding
TOVX,Theriva Biologics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TOWN,TowneBank Common Stock,Finance,Major Banks
TPB,Turning Point Brands Inc. Common Stock,Consumer Discretionary,Tobacco
TPC,Tutor Perini Corporation Common Stock,Industrials,Engineering & Construction
TPG,TPG Inc. Class A Common Stock,Finance,Trusts Except Educational Religious and Charitable
TPH,Tri Pointe Homes Inc. Common Stock,Consumer Discretionary,Homebuilding
TPIC,TPI Composites Inc. Common Stock,Technology,Industrial Machinery/Components
TPL,Texas Pacific Land Corporation Common Stock,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,Consumer Discretionary,Apparel
TPST,Tempest Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TPX,Tempur Sealy International Inc. Common Stock,Consumer Discretionary,Home Furnishings
TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,Finance,Investment Managers
TR,Tootsie Roll Industries Inc. Common Stock,Consumer Staples,Specialty Foods
TRC,Tejon Ranch Co Common Stock,Finance,Major Banks
TRDA,Entrada Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TREE,LendingTree Inc. Common Stock,Finance,Finance/Investors Services
TRGP,Targa Resources Inc. Common Stock,Utilities,Natural Gas Distribution
TRHC,Tabula Rasa HealthCare Inc. Common Stock,Health Care,Medical/Nursing Services
TRIN,Trinity Capital Inc. Common Stock,Finance,Finance/Investors Services
TRINL,Trinity Capital Inc. 7.00% Notes Due 2025,Finance,Finance/Investors Services
TRKA,Troika Media Group Inc. Common Stock,Consumer Discretionary,Advertising
TRKAW,Troika Media Group Inc. Warrant,Consumer Discretionary,Advertising
TRMB,Trimble Inc. Common Stock,Industrials,Industrial Machinery/Components
TRMK,Trustmark Corporation Common Stock,Finance,Major Banks
TRN,Trinity Industries Inc. Common Stock,Industrials,Railroads
TRNO,Terreno Realty Corporation Common Stock,Real Estate,Real Estate Investment Trusts
TRNS,Transcat Inc. Common Stock,Technology,Industrial Machinery/Components
TRON,Corner Growth Acquisition Corp. 2 Class A Ordinary Share,Finance,Blank Checks
TRONU,Corner Growth Acquisition Corp. 2 Units,Finance,Blank Checks
TRONW,Corner Growth Acquisition Corp. 2 Warrants,Finance,Blank Checks
TROW,T. Rowe Price Group Inc. Common Stock,Finance,Investment Managers
TROX,Tronox Holdings plc Ordinary Shares (UK),Industrials,Major Chemicals
TRST,TrustCo Bank Corp NY Common Stock,Finance,Major Banks
TRT,Trio-Tech International Common Stock,Technology,Industrial Machinery/Components
TRTX,TPG RE Finance Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
TRU,TransUnion Common Stock,Finance,Advertising
TRUE,TrueCar Inc. Common Stock,Technology,Interactive Media
TRUP,Trupanion Inc. Common Stock,Health Care,Medical Specialities
TRV,The Travelers Companies Inc. Common Stock,Finance,Property-Casualty Insurers
TRVI,Trevi Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TRVN,Trevena Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares ,Industrials,Metal Fabrications
TSBK,Timberland Bancorp Inc. Common Stock,Finance,Banks
TSCO,Tractor Supply Company Common Stock,Consumer Discretionary,Other Specialty Stores
TSHA,Taysha Gene Therapies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TSI,TCW Strategic Income Fund Inc. Common Stock,Finance,Investment Managers
TSLA,Tesla Inc. Common Stock,Consumer Discretionary,Auto Manufacturing
TSN,Tyson Foods Inc. Common Stock,Consumer Staples,Meat/Poultry/Fish
TSP,TuSimple Holdings Inc. Class A Common Stock,Industrials,Construction/Ag Equipment/Trucks
TSQ,Townsquare Media Inc. Class A Common Stock,Consumer Discretionary,Advertising
TSRI,TSR Inc. Common Stock,Technology,EDP Services
TSVT,2seventy bio Inc. Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations
TTC,Toro Company (The) Common Stock,Consumer Discretionary,Tools/Hardware
TTCF,Tattooed Chef Inc Class A Common Stock,Consumer Staples,Farming/Seeds/Milling
TTD,The Trade Desk Inc. Class A Common Stock,Technology,EDP Services
TTEC,TTEC Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
TTEK,Tetra Tech Inc. Common Stock,Consumer Discretionary,Military/Government/Technical
TTGT,TechTarget Inc. Common Stock,Technology,Interactive Media
TTI,Tetra Technologies Inc. Common Stock,Energy,Oil & Gas Production
TTMI,TTM Technologies Inc. Common Stock,Technology,Electrical Products
TTNP,Titan Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TTOO,T2 Biosystems Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
TTSH,Tile Shop Holdings Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
TTWO,Take-Two Interactive Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software
TUP,Tupperware Brands Corporation Common Stock,Industrials,Plastic Products
TURN,180 Degree Capital Corp. Common Stock,Finance,Finance/Investors Services
TUSK,Mammoth Energy Services Inc. Common Stock,Industrials,Consumer Electronics/Appliances
TV,Grupo Televisa S.A. Common Stock,Industrials,Broadcasting
TVC,Tennessee Valley Authority Common Stock,Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,Utilities,Electric Utilities: Central
TVTX,Travere Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TW,Tradeweb Markets Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
TWCB,Bilander Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
TWCBU,Bilander Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
TWCBW,Bilander Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances
TWI,Titan International Inc. (DE) Common Stock,Industrials,Industrial Machinery/Components
TWIN,Twin Disc Incorporated Common Stock,Industrials,Industrial Machinery/Components
TWKS,Thoughtworks Holding Inc. Common Stock,Technology,EDP Services
TWLO,Twilio Inc. Class A Common Stock,Industrials,Industrial Machinery/Components
TWLV,Twelve Seas Investment Company II Class A Common Stock,Industrials,Consumer Electronics/Appliances
TWLVU,Twelve Seas Investment Company II Unit,Industrials,Consumer Electronics/Appliances
TWLVW,Twelve Seas Investment Company II Warrant,Industrials,Consumer Electronics/Appliances
TWN,Taiwan Fund Inc. (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable
TWNK,Hostess Brands Inc. Class A Common Stock,Consumer Staples,Specialty Foods
TWO,Two Harbors Investment Corp,Real Estate,Real Estate Investment Trusts
TWOU,2U Inc. Common Stock,Consumer Discretionary,Service to the Health Industry
TWST,Twist Bioscience Corporation Common Stock,Health Care,Managed Health Care
TXG,10x Genomics Inc. Class A Common Stock,Health Care,Managed Health Care
TXMD,TherapeuticsMD Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TXN,Texas Instruments Incorporated Common Stock,Technology,Semiconductors
TXRH,Texas Roadhouse Inc. Common Stock,Consumer Discretionary,Restaurants
TXT,Textron Inc. Common Stock,Industrials,Aerospace
TY,Tri Continental Corporation Common Stock,Finance,Finance Companies
TYG,Tortoise Energy Infrastructure Corporation Common Stock,Finance,Investment Managers
TYL,Tyler Technologies Inc. Common Stock,Technology,Computer Software: Prepackaged Software
TYRA,Tyra Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TZOO,Travelzoo Common Stock,Consumer Discretionary,Advertising
U,Unity Software Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
UA,Under Armour Inc. Class C Common Stock,Consumer Discretionary,Apparel
UAA,Under Armour Inc. Class A Common Stock,Consumer Discretionary,Apparel
UAL,United Airlines Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
UAN,CVR Partners LP Common Units representing Limited Partner Interests,Industrials,Agricultural Chemicals
UAVS,AgEagle Aerial Systems Inc. Common Stock,Industrials,Wholesale Distributors
UBA,Urstadt Biddle Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UBCP,United Bancorp Inc. Common Stock,Finance,Major Banks
UBFO,United Security Bancshares Common Stock,Finance,Major Banks
UBP,Urstadt Biddle Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UBSI,United Bankshares Inc. Common Stock,Finance,Major Banks
UBX,Unity Biotechnology Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
UCBI,United Community Banks Inc. Common Stock,Finance,Major Banks
UCBIO,United Community Banks Inc. Depositary Shares each representing 1/1000th interest in a share of Series I Non-CumulativePreferred Stock,Finance,Major Banks
UCTT,Ultra Clean Holdings Inc. Common Stock,Technology,Semiconductors
UDR,UDR Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UE,Urban Edge Properties Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
UEC,Uranium Energy Corp. Common Stock,Basic Materials,Other Metals and Minerals
UEIC,Universal Electronics Inc. Common Stock,Consumer Staples,Consumer Electronics/Appliances
UFAB,Unique Fabricating Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
UFCS,United Fire Group Inc. Common Stock,Finance,Property-Casualty Insurers
UFPI,UFP Industries Inc. Common Stock,Basic Materials,Forest Products
UFPT,UFP Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments
UG,United-Guardian Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics
UGI,UGI Corporation Common Stock,Utilities,Natural Gas Distribution
UGIC,UGI Corporation Corporate Units,Utilities,Natural Gas Distribution
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Energy,Oil Refining/Marketing
UGRO,urban-gro Inc. Common Stock,Industrials,Industrial Machinery/Components
UHAL,U-Haul Holding Company Common Stock,Consumer Discretionary,Rental/Leasing Companies
UHS,Universal Health Services Inc. Common Stock,Health Care,Hospital/Nursing Management
UHT,Universal Health Realty Income Trust Common Stock,Real Estate,Real Estate Investment Trusts
UI,Ubiquiti Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
UIHC,United Insurance Holdings Corp. Common Stock,Finance,Property-Casualty Insurers
UIS,Unisys Corporation New Common Stock,Technology,EDP Services
UK,Ucommune International Ltd Ordinary Shares,Consumer Discretionary,Business Services
UKOMW,Ucommune International Ltd Warrant expiring 11/17/2025,Consumer Discretionary,Business Services
ULBI,Ultralife Corporation Common Stock,Technology,Electronic Components
ULCC,Frontier Group Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
ULH,Universal Logistics Holdings Inc. Common Stock,Industrials,Trucking Freight/Courier Services
UMBF,UMB Financial Corporation Common Stock,Finance,Commercial Banks
UMH,UMH Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UNAM,Unico American Corporation Common Stock,Finance,Property-Casualty Insurers
UNB,Union Bankshares Inc. Common Stock,Finance,Major Banks
UNCY,Unicycive Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
UNF,Unifirst Corporation Common Stock,Consumer Discretionary,Business Services
UNFI,United Natural Foods Inc. Common Stock,Consumer Discretionary,Food Distributors
UNH,UnitedHealth Group Incorporated Common Stock (DE),Health Care,Medical Specialities
UNIT,Uniti Group Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UNM,Unum Group Common Stock,Finance,Accident &Health Insurance
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,Finance,Accident &Health Insurance
UNP,Union Pacific Corporation Common Stock,Industrials,Railroads
UNTY,Unity Bancorp Inc. Common Stock,Finance,Major Banks
UNVR,Univar Solutions Inc. Common Stock,Industrials,Specialty Chemicals
UONE,Urban One Inc. Class A Common Stock,Consumer Discretionary,Broadcasting
UONEK,Urban One Inc. Class D Common Stock,Consumer Discretionary,Broadcasting
UPBD,Upbound Group Inc. Common Stock,Technology,EDP Services
UPLD,Upland Software Inc. Common Stock,Technology,EDP Services
UPS,United Parcel Service Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
UPST,Upstart Holdings Inc. Common stock,Finance,Finance: Consumer Services
UPTD,TradeUP Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances
UPTDU,TradeUP Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
UPXI,Upexi Inc. Common Stock,Consumer Discretionary,EDP Services
URBN,Urban Outfitters Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
URI,United Rentals Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
USA,Liberty All-Star Equity Fund Common Stock,Finance,Finance Companies
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,Energy,Oilfield Services/Equipment
USAP,Universal Stainless & Alloy Products Inc. Common Stock,Industrials,Steel/Iron Ore
USAU,U.S. Gold Corp. Common Stock,Basic Materials,Precious Metals
USB,U.S. Bancorp Common Stock,Finance,Major Banks
USCB,USCB Financial Holdings Inc. Class A Common Stock,Finance,Major Banks
USCT,TKB Critical Technologies 1 Class A Ordinary Shares,Finance,Blank Checks
USDP,USD Partners LP Common Units representing limited partner interest,Industrials,Railroads
USEG,U.S. Energy Corp. Common Stock (DE),Energy,Oil & Gas Production
USFD,US Foods Holding Corp. Common Stock,Consumer Discretionary,Food Distributors
USIO,Usio Inc. Common Stock,Technology,EDP Services
USLM,United States Lime & Minerals Inc. Common Stock,Industrials,Other Metals and Minerals
USM,United States Cellular Corporation Common Stock,Telecommunications,Telecommunications Equipment
USPH,U.S. Physical Therapy Inc. Common Stock,Health Care,Medical Specialities
USX,U.S. Xpress Enterprises Inc. Class A Common Stock,Industrials,Trucking Freight/Courier Services
UTAA,UTA Acquisition Corporation Class A Ordinary Shares,Finance,Blank Checks
UTAAU,UTA Acquisition Corporation Units,Finance,Blank Checks
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,Finance,Finance Companies
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
UTHR,United Therapeutics Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
UTL,UNITIL Corporation Common Stock,Utilities,Power Generation
UTMD,Utah Medical Products Inc. Common Stock,Health Care,Medical/Dental Instruments
UTRS,Minerva Surgical Inc. Common Stock,Technology,Computer Software: Prepackaged Software
UTZ,Utz Brands Inc Class A Common Stock ,Consumer Staples,Specialty Foods
UUU,Universal Security Instruments Inc. Common Stock,Technology,Security Systems Services
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,Finance,Property-Casualty Insurers
UVSP,Univest Financial Corporation Common Stock,Finance,Major Banks
UVV,Universal Corporation Common Stock,Consumer Staples,Tobacco
UWMC,UWM Holdings Corporation Class A Common Stock,Finance,Finance: Consumer Services
UZD,United States Cellular Corporation 6.250% Senior Notes due 2069,Telecommunications,Telecommunications Equipment
UZE,United States Cellular Corporation 5.500% Senior Notes due 2070,Telecommunications,Telecommunications Equipment
UZF,United States Cellular Corporation 5.500% Senior Notes due 2070,Telecommunications,Telecommunications Equipment
V,Visa Inc.,Consumer Discretionary,Business Services
VABK,Virginia National Bankshares Corporation Common Stock,Finance,Major Banks
VAC,Marriott Vacations Worldwide Corporation Common Stock,Consumer Discretionary,Hotels/Resorts
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,Basic Materials,Metal Mining
VALU,Value Line Inc. Common Stock,Finance,Advertising
VANI,Vivani Medical Inc. Common Stock,Health Care,Medical Specialities
VAPO,Vapotherm Inc. Common Stock,Health Care,Medical/Dental Instruments
VAQC,Vector Acquisition Corporation II Class A Ordinary Shares,Finance,Blank Checks
VATE,INNOVATE Corp. Common Stock,Consumer Discretionary,Military/Government/Technical
VAXX,Vaxxinity Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VBF,Invesco Bond Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
VBFC,Village Bank and Trust Financial Corp. Common Stock,Finance,Major Banks
VBIV,VBI Vaccines Inc. New Common Stock (Canada),Health Care,Pharmaceuticals and Biotechnology
VBOC,Viscogliosi Brothers Acquisition Corp Common Stock,Industrials,Consumer Electronics/Appliances
VBOCU,Viscogliosi Brothers Acquisition Corp Unit,Industrials,Consumer Electronics/Appliances
VBOCW,Viscogliosi Brothers Acquisition Corp Warrant,Industrials,Consumer Electronics/Appliances
VBTX,Veritex Holdings Inc. Common Stock,Finance,Major Banks
VC,Visteon Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
VCEL,Vericel Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCNX,Vaccinex Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VCSA,Vacasa Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
VCTR,Victory Capital Holdings Inc. Class A Common Stock,Finance,Investment Managers
VCV,Invesco California Value Municipal Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
VCXA,10X Capital Venture Acquisition Corp. II Class A Ordinary Share,Finance,Finance: Consumer Services
VCXAU,10X Capital Venture Acquisition Corp. II Unit,Finance,Finance: Consumer Services
VCXAW,10X Capital Venture Acquisition Corp. II Warrant,Finance,Finance: Consumer Services
VCYT,Veracyte Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VECO,Veeco Instruments Inc. Common Stock,Technology,Semiconductors
VEEE,Twin Vee PowerCats Co. Common Stock,Consumer Discretionary,Other Specialty Stores
VERA,Vera Therapeutics Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VERB,Verb Technology Company Inc. Common Stock,Technology,EDP Services
VERBW,Verb Technology Company Inc. Warrant,Technology,EDP Services
VERI,Veritone Inc. Common Stock,Technology,EDP Services
VERO,Venus Concept Inc. Common Stock,Health Care,Medical/Dental Instruments
VERU,Veru Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VERV,Verve Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
VERX,Vertex Inc. Class A Common Stock,Technology,EDP Services
VERY,Vericity Inc. Common Stock,Finance,Life Insurance
VEV,Vicinity Motor Corp. Common Stock,Industrials,Building Materials
VFC,V.F. Corporation Common Stock,Consumer Discretionary,Apparel
VFL,Delaware Investments National Municipal Income Fund Common Stock,Finance,Finance/Investors Services
VGAS,Verde Clean Fuels Inc. Class A Common Stock,Utilities,Power Generation
VGASW,Verde Clean Fuels Inc. Warrant,Utilities,Power Generation
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable
VGR,Vector Group Ltd. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
VHC,VirnetX Holding Corp Common Stock,Miscellaneous,Multi-Sector Companies
VHI,Valhi Inc. Common Stock,Industrials,Multi-Sector Companies
VHNA,Vahanna Tech Edge Acquisition I Corp. Class A Ordinary Shares,Finance,Blank Checks
VHNAW,Vahanna Tech Edge Acquisition I Corp. Warrants,Finance,Blank Checks
VIA,Via Renewables Inc. Class A Common Stock,Utilities,Power Generation
VIASP,Via Renewables Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,Utilities,Power Generation
VIAV,Viavi Solutions Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
VICR,Vicor Corporation Common Stock,Technology,Industrial Machinery/Components
VIEW,View Inc. Class A Common Stock,Consumer Discretionary,Electronic Components
VIEWW,View Inc. Warrant,Consumer Discretionary,Electronic Components
VIGL,Vigil Neuroscience Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VII,7GC & Co. Holdings Inc. Class A common stock,Industrials,Consumer Electronics/Appliances
VIIAU,7GC & Co. Holdings Inc. Unit,Industrials,Consumer Electronics/Appliances
VINC,Vincerx Pharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VINO,Gaucho Group Holdings Inc. Common Stock,Finance,Real Estate
VINP,Vinci Partners Investments Ltd. Class A Common Shares,Finance,Investment Managers
VIR,Vir Biotechnology Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VIRC,Virco Manufacturing Corporation Common Stock,Consumer Discretionary,Industrial Specialties
VIRI,Virios Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VIRT,Virtu Financial Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
VIRX,Viracta Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VISL,Vislink Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment
VITL,Vital Farms Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),Telecommunications,Telecommunications Equipment
VIVK,Vivakor Inc. Common Stock,Energy,Oilfield Services/Equipment
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),Finance,Finance Companies
VKQ,Invesco Municipal Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
VKTX,Viking Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VLGEA,Village Super Market Inc. Class A Common Stock,Consumer Staples,Food Chains
VLO,Valero Energy Corporation Common Stock,Energy,Integrated oil Companies
VLON,Vallon Pharmaceuticals Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
VLT,Invesco High Income Trust II,Finance,Trusts Except Educational Religious and Charitable
VLTA,Volta Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
VLY,Valley National Bancorp Common Stock,Finance,Major Banks
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,Finance,Major Banks
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks
VMCA,Valuence Merger Corp. I Class A Ordinary Shares,Finance,Blank Checks
VMCAW,Valuence Merger Corp. I Warrant,Finance,Blank Checks
VMEO,Vimeo Inc. Common Stock,Technology,Computer Software: Prepackaged Software
VMGA,VMG Consumer Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
VMI,Valmont Industries Inc. Common Stock,Industrials,Construction/Ag Equipment/Trucks
